date,year,month,quarter,region,product,sales_rep,customer,revenue,cost,profit,units_sold,unit_price,profit_margin,month_name,day_of_week,week_number
2022-05-23,2022,5,Q2,Asia Pacific,Professional Services,Henry Taylor,Vertex Solutions,28360.04,18403.06,9956.98,8,3545.0,35.11,May,Monday,21
2022-05-23,2022,5,Q2,Asia Pacific,Hardware,Alice Johnson,Innovation Systems,43706.28,28353.47,15352.8,16,2731.64,35.13,May,Monday,21
2022-05-23,2022,5,Q2,Latin America,Professional Services,Noah Martinez,Innovation Systems,18226.47,11262.69,6963.78,8,2278.31,38.21,May,Monday,21
2022-05-23,2022,5,Q2,Middle East & Africa,Support & Maintenance,David Wilson,Elite Systems,7646.19,4593.57,3052.62,2,3823.09,39.92,May,Monday,21
2022-05-23,2022,5,Q2,Europe,Support & Maintenance,Emma Brown,NextGen Technologies,17875.48,13776.51,4098.97,10,1787.55,22.93,May,Monday,21
2022-05-24,2022,5,Q2,Asia Pacific,Hardware,Jack Anderson,CloudTech Solutions,55852.62,39904.63,15947.99,9,6205.85,28.55,May,Tuesday,21
2022-05-24,2022,5,Q2,Middle East & Africa,Support & Maintenance,Maya Patel,NextGen Technologies,8108.83,5327.8,2781.03,9,900.98,34.3,May,Tuesday,21
2022-05-24,2022,5,Q2,North America,Software License,Bob Smith,Pinnacle Corp,100032.81,70249.82,29782.99,4,25008.2,29.77,May,Tuesday,21
2022-05-24,2022,5,Q2,North America,Software License,Olivia White,Enterprise Dynamics,41992.93,31383.79,10609.14,18,2332.94,25.26,May,Tuesday,21
2022-05-24,2022,5,Q2,Latin America,Support & Maintenance,Alice Johnson,Elite Systems,3032.27,2061.96,970.31,9,336.92,32.0,May,Tuesday,21
2022-05-25,2022,5,Q2,Europe,Professional Services,Carol Davis,Future Systems Inc,52183.09,32421.89,19761.2,5,10436.62,37.87,May,Wednesday,21
2022-05-25,2022,5,Q2,North America,Professional Services,Emma Brown,Innovation Systems,41333.84,25272.33,16061.51,11,3757.62,38.86,May,Wednesday,21
2022-05-25,2022,5,Q2,Asia Pacific,Cloud Subscription,Alice Johnson,Prime Industries,12105.46,9243.98,2861.48,9,1345.05,23.64,May,Wednesday,21
2022-05-25,2022,5,Q2,Asia Pacific,Cloud Subscription,Grace Lee,Innovation Systems,16634.03,10415.83,6218.2,4,4158.51,37.38,May,Wednesday,21
2022-05-26,2022,5,Q2,North America,Software License,David Wilson,Vertex Solutions,85952.5,65326.52,20625.97,2,42976.25,24.0,May,Thursday,21
2022-05-26,2022,5,Q2,North America,Cloud Subscription,Jack Anderson,Smart Analytics Co,24651.55,19383.73,5267.82,13,1896.27,21.37,May,Thursday,21
2022-05-26,2022,5,Q2,Middle East & Africa,Support & Maintenance,Alice Johnson,TechCorp Inc,8455.09,5733.04,2722.05,6,1409.18,32.19,May,Thursday,21
2022-05-26,2022,5,Q2,Asia Pacific,Software License,Noah Martinez,Elite Systems,30444.05,18703.22,11740.84,15,2029.6,38.57,May,Thursday,21
2022-05-26,2022,5,Q2,Europe,Support & Maintenance,Bob Smith,Smart Analytics Co,17282.51,12560.55,4721.96,19,909.61,27.32,May,Thursday,21
2022-05-26,2022,5,Q2,Latin America,Software License,Liam Garcia,DataFlow Corp,29033.15,18304.18,10728.97,13,2233.32,36.95,May,Thursday,21
2022-05-26,2022,5,Q2,North America,Professional Services,Frank Miller,Quantum Corp,42090.33,32459.44,9630.9,9,4676.7,22.88,May,Thursday,21
2022-05-26,2022,5,Q2,Europe,Support & Maintenance,Maya Patel,CloudTech Solutions,14336.53,11051.9,3284.63,15,955.77,22.91,May,Thursday,21
2022-05-27,2022,5,Q2,Europe,Software License,Ivy Chen,Zenith Systems,38068.29,29699.05,8369.24,18,2114.91,21.98,May,Friday,21
2022-05-27,2022,5,Q2,North America,Hardware,Kate Thompson,Enterprise Dynamics,52027.55,36725.11,15302.44,19,2738.29,29.41,May,Friday,21
2022-05-27,2022,5,Q2,Latin America,Professional Services,Liam Garcia,Digital Ventures,32732.04,21971.45,10760.58,4,8183.01,32.87,May,Friday,21
2022-05-27,2022,5,Q2,Europe,Support & Maintenance,Jack Anderson,Pinnacle Corp,12372.71,7851.12,4521.59,8,1546.59,36.54,May,Friday,21
2022-05-27,2022,5,Q2,Europe,Software License,Olivia White,DataFlow Corp,35689.18,27484.32,8204.86,4,8922.3,22.99,May,Friday,21
2022-05-27,2022,5,Q2,Europe,Software License,Jack Anderson,Prime Industries,80213.46,58621.24,21592.22,7,11459.07,26.92,May,Friday,21
2022-05-27,2022,5,Q2,Asia Pacific,Support & Maintenance,Frank Miller,CloudTech Solutions,13335.35,8847.36,4487.99,2,6667.67,33.65,May,Friday,21
2022-05-27,2022,5,Q2,Europe,Professional Services,Kate Thompson,Innovation Systems,38522.45,27476.7,11045.75,17,2266.03,28.67,May,Friday,21
2022-05-28,2022,5,Q2,Middle East & Africa,Hardware,Jack Anderson,Stellar Enterprises,23112.66,16831.87,6280.79,17,1359.57,27.17,May,Saturday,21
2022-05-28,2022,5,Q2,Asia Pacific,Software License,Noah Martinez,Quantum Corp,46117.43,30420.45,15696.99,14,3294.1,34.04,May,Saturday,21
2022-05-28,2022,5,Q2,Europe,Hardware,Jack Anderson,Summit Technologies,26383.49,19221.05,7162.44,12,2198.62,27.15,May,Saturday,21
2022-05-28,2022,5,Q2,Europe,Support & Maintenance,Emma Brown,Global Solutions Ltd,18093.63,13877.66,4215.97,2,9046.81,23.3,May,Saturday,21
2022-05-29,2022,5,Q2,Latin America,Support & Maintenance,Bob Smith,Smart Analytics Co,13971.98,10624.86,3347.12,1,13971.98,23.96,May,Sunday,21
2022-05-29,2022,5,Q2,Latin America,Hardware,Bob Smith,Summit Technologies,36033.83,24111.1,11922.73,14,2402.26,33.09,May,Sunday,21
2022-05-29,2022,5,Q2,North America,Professional Services,Olivia White,NextGen Technologies,24964.64,18424.03,6540.61,15,1664.31,26.2,May,Sunday,21
2022-05-29,2022,5,Q2,Europe,Support & Maintenance,Noah Martinez,Zenith Systems,11927.31,8359.28,3568.02,16,745.46,29.91,May,Sunday,21
2022-05-30,2022,5,Q2,Asia Pacific,Hardware,Kate Thompson,Enterprise Dynamics,23863.42,16946.32,6917.1,1,23863.42,28.99,May,Monday,22
2022-05-30,2022,5,Q2,Latin America,Software License,Alice Johnson,Zenith Systems,43462.11,31439.49,12022.62,4,10865.53,27.66,May,Monday,22
2022-05-30,2022,5,Q2,North America,Software License,Emma Brown,Digital Ventures,54200.74,42460.43,11740.3,12,4516.73,21.66,May,Monday,22
2022-05-30,2022,5,Q2,North America,Software License,Maya Patel,Prime Industries,70814.18,53752.04,17062.14,17,4165.54,24.09,May,Monday,22
2022-05-30,2022,5,Q2,Middle East & Africa,Professional Services,Kate Thompson,Summit Technologies,20740.65,14451.24,6289.41,18,1152.26,30.32,May,Monday,22
2022-05-30,2022,5,Q2,Latin America,Support & Maintenance,Liam Garcia,Prime Industries,14819.73,9732.84,5086.89,16,926.23,34.33,May,Monday,22
2022-05-31,2022,5,Q2,Middle East & Africa,Hardware,Jack Anderson,CloudTech Solutions,25003.65,17490.38,7513.27,10,2500.36,30.05,May,Tuesday,22
2022-05-31,2022,5,Q2,Asia Pacific,Software License,Emma Brown,Innovation Systems,38548.99,24537.4,14011.59,1,38548.99,36.35,May,Tuesday,22
2022-05-31,2022,5,Q2,Middle East & Africa,Cloud Subscription,Maya Patel,CloudTech Solutions,22889.0,15714.52,7174.48,2,11444.5,31.34,May,Tuesday,22
2022-06-01,2022,6,Q2,Asia Pacific,Support & Maintenance,Jack Anderson,Innovation Systems,9885.77,6636.76,3249.01,5,1977.15,32.87,June,Wednesday,22
2022-06-01,2022,6,Q2,Asia Pacific,Support & Maintenance,Liam Garcia,Smart Analytics Co,11208.22,7311.51,3896.71,7,1601.17,34.77,June,Wednesday,22
2022-06-01,2022,6,Q2,North America,Cloud Subscription,Bob Smith,Elite Systems,31452.03,22124.1,9327.93,12,2621.0,29.66,June,Wednesday,22
2022-06-01,2022,6,Q2,North America,Support & Maintenance,Jack Anderson,Stellar Enterprises,19385.31,13220.87,6164.44,1,19385.31,31.8,June,Wednesday,22
2022-06-01,2022,6,Q2,North America,Professional Services,Kate Thompson,Enterprise Dynamics,38097.02,27973.15,10123.87,7,5442.43,26.57,June,Wednesday,22
2022-06-01,2022,6,Q2,North America,Software License,Liam Garcia,CloudTech Solutions,22376.66,13633.66,8742.99,3,7458.89,39.07,June,Wednesday,22
2022-06-01,2022,6,Q2,North America,Cloud Subscription,Henry Taylor,Apex Solutions,26086.03,16899.88,9186.15,2,13043.02,35.21,June,Wednesday,22
2022-06-02,2022,6,Q2,Middle East & Africa,Professional Services,Carol Davis,Apex Solutions,13577.01,9000.02,4576.99,5,2715.4,33.71,June,Thursday,22
2022-06-02,2022,6,Q2,Europe,Professional Services,Liam Garcia,DataFlow Corp,27987.16,20286.17,7700.99,6,4664.53,27.52,June,Thursday,22
2022-06-02,2022,6,Q2,North America,Professional Services,Maya Patel,Elite Systems,44354.89,29774.46,14580.42,13,3411.91,32.87,June,Thursday,22
2022-06-02,2022,6,Q2,Asia Pacific,Hardware,Bob Smith,Future Systems Inc,37793.25,24400.08,13393.17,3,12597.75,35.44,June,Thursday,22
2022-06-02,2022,6,Q2,Middle East & Africa,Software License,Henry Taylor,Pinnacle Corp,29159.44,20760.89,8398.56,18,1619.97,28.8,June,Thursday,22
2022-06-02,2022,6,Q2,Middle East & Africa,Professional Services,Alice Johnson,Vertex Solutions,17834.62,14026.73,3807.89,18,990.81,21.35,June,Thursday,22
2022-06-02,2022,6,Q2,Middle East & Africa,Cloud Subscription,Frank Miller,Enterprise Dynamics,15017.25,10484.12,4533.12,6,2145.32,30.19,June,Thursday,22
2022-06-03,2022,6,Q2,North America,Hardware,Kate Thompson,DataFlow Corp,46043.43,31665.77,14377.66,13,3541.8,31.23,June,Friday,22
2022-06-03,2022,6,Q2,Europe,Hardware,Alice Johnson,Global Solutions Ltd,44066.02,31388.97,12677.05,1,44066.02,28.77,June,Friday,22
2022-06-03,2022,6,Q2,North America,Cloud Subscription,Alice Johnson,Vertex Solutions,23424.16,18124.68,5299.48,15,1561.61,22.62,June,Friday,22
2022-06-03,2022,6,Q2,Asia Pacific,Support & Maintenance,Olivia White,CloudTech Solutions,14039.68,8581.06,5458.62,7,2005.67,38.88,June,Friday,22
2022-06-03,2022,6,Q2,Europe,Software License,Ivy Chen,Elite Systems,38397.85,29980.68,8417.17,10,3839.79,21.92,June,Friday,22
2022-06-04,2022,6,Q2,Asia Pacific,Cloud Subscription,Grace Lee,NextGen Technologies,9620.42,6558.8,3061.61,5,1924.08,31.82,June,Saturday,22
2022-06-04,2022,6,Q2,Asia Pacific,Software License,Jack Anderson,Apex Solutions,31162.02,22695.79,8466.22,7,4451.72,27.17,June,Saturday,22
2022-06-04,2022,6,Q2,North America,Hardware,Kate Thompson,Global Solutions Ltd,40909.82,25401.42,15508.4,1,40909.82,37.91,June,Saturday,22
2022-06-04,2022,6,Q2,Europe,Cloud Subscription,Maya Patel,Summit Technologies,20706.06,14690.56,6015.5,1,20706.06,29.05,June,Saturday,22
2022-06-05,2022,6,Q2,Latin America,Software License,Olivia White,Pinnacle Corp,27164.48,19772.41,7392.07,17,1597.91,27.21,June,Sunday,22
2022-06-05,2022,6,Q2,Asia Pacific,Professional Services,Frank Miller,Innovation Systems,33550.94,22563.57,10987.38,6,5591.82,32.75,June,Sunday,22
2022-06-05,2022,6,Q2,Middle East & Africa,Support & Maintenance,Alice Johnson,Apex Solutions,9133.54,5904.96,3228.58,14,608.9,35.35,June,Sunday,22
2022-06-06,2022,6,Q2,Asia Pacific,Hardware,Maya Patel,Quantum Corp,34658.8,27326.28,7332.52,14,2475.63,21.16,June,Monday,23
2022-06-06,2022,6,Q2,Middle East & Africa,Cloud Subscription,Henry Taylor,Apex Solutions,16951.92,10605.75,6346.17,3,5650.64,37.44,June,Monday,23
2022-06-06,2022,6,Q2,Middle East & Africa,Support & Maintenance,Maya Patel,Digital Ventures,7534.79,5268.77,2266.02,16,470.92,30.07,June,Monday,23
2022-06-06,2022,6,Q2,Middle East & Africa,Cloud Subscription,Carol Davis,TechCorp Inc,8310.18,5375.36,2934.83,1,8310.18,35.32,June,Monday,23
2022-06-07,2022,6,Q2,North America,Cloud Subscription,Ivy Chen,Apex Solutions,36324.34,25533.61,10790.73,16,2270.27,29.71,June,Tuesday,23
2022-06-07,2022,6,Q2,North America,Professional Services,Alice Johnson,Prime Industries,41347.43,29804.66,11542.76,17,2432.2,27.92,June,Tuesday,23
2022-06-07,2022,6,Q2,Asia Pacific,Software License,David Wilson,Summit Technologies,36574.69,23223.37,13351.32,18,2031.93,36.5,June,Tuesday,23
2022-06-07,2022,6,Q2,Europe,Support & Maintenance,Henry Taylor,Global Solutions Ltd,6117.36,4765.26,1352.1,11,556.12,22.1,June,Tuesday,23
2022-06-07,2022,6,Q2,Europe,Professional Services,Bob Smith,Global Solutions Ltd,26953.38,17671.8,9281.57,11,2450.31,34.44,June,Tuesday,23
2022-06-07,2022,6,Q2,Europe,Hardware,Grace Lee,Apex Solutions,10879.72,6855.41,4024.31,5,2175.94,36.99,June,Tuesday,23
2022-06-08,2022,6,Q2,North America,Hardware,Bob Smith,Summit Technologies,4753.85,3343.03,1410.81,19,250.2,29.68,June,Wednesday,23
2022-06-08,2022,6,Q2,Europe,Support & Maintenance,Bob Smith,Zenith Systems,8314.2,5131.37,3182.82,10,831.42,38.28,June,Wednesday,23
2022-06-08,2022,6,Q2,Middle East & Africa,Software License,Grace Lee,CloudTech Solutions,16713.04,11789.88,4923.17,12,1392.75,29.46,June,Wednesday,23
2022-06-08,2022,6,Q2,Europe,Professional Services,Emma Brown,NextGen Technologies,15919.22,11016.43,4902.79,12,1326.6,30.8,June,Wednesday,23
2022-06-08,2022,6,Q2,Latin America,Professional Services,Frank Miller,Pinnacle Corp,17794.83,13383.87,4410.96,4,4448.71,24.79,June,Wednesday,23
2022-06-08,2022,6,Q2,Asia Pacific,Cloud Subscription,Bob Smith,Digital Ventures,13291.73,8687.14,4604.59,11,1208.34,34.64,June,Wednesday,23
2022-06-09,2022,6,Q2,Middle East & Africa,Software License,Carol Davis,DataFlow Corp,13352.8,10452.08,2900.72,14,953.77,21.72,June,Thursday,23
2022-06-09,2022,6,Q2,Europe,Support & Maintenance,Henry Taylor,NextGen Technologies,12372.03,9484.41,2887.62,7,1767.43,23.34,June,Thursday,23
2022-06-09,2022,6,Q2,Latin America,Software License,Ivy Chen,Apex Solutions,36588.57,22046.55,14542.01,13,2814.51,39.74,June,Thursday,23
2022-06-09,2022,6,Q2,Europe,Support & Maintenance,Emma Brown,Pinnacle Corp,11265.07,7877.26,3387.8,13,866.54,30.07,June,Thursday,23
2022-06-10,2022,6,Q2,North America,Software License,Carol Davis,Quantum Corp,36697.78,24934.61,11763.17,18,2038.77,32.05,June,Friday,23
2022-06-10,2022,6,Q2,Middle East & Africa,Software License,David Wilson,NextGen Technologies,24674.88,19506.35,5168.53,14,1644.99,20.95,June,Friday,23
2022-06-10,2022,6,Q2,Europe,Software License,Liam Garcia,Smart Analytics Co,55027.4,39693.35,15334.05,1,55027.4,27.87,June,Friday,23
2022-06-10,2022,6,Q2,Asia Pacific,Support & Maintenance,Ivy Chen,Global Solutions Ltd,12833.95,9675.88,3158.07,18,713.0,24.61,June,Friday,23
2022-06-10,2022,6,Q2,Asia Pacific,Professional Services,Noah Martinez,Enterprise Dynamics,31647.59,22190.08,9457.51,19,1665.66,29.88,June,Friday,23
2022-06-11,2022,6,Q2,Latin America,Support & Maintenance,Ivy Chen,Horizon Corp,10447.1,7161.5,3285.6,16,652.94,31.45,June,Saturday,23
2022-06-11,2022,6,Q2,Europe,Software License,Henry Taylor,DataFlow Corp,40013.32,27246.3,12767.02,9,4445.92,31.91,June,Saturday,23
2022-06-11,2022,6,Q2,Europe,Software License,Alice Johnson,Global Solutions Ltd,53991.0,40476.04,13514.96,6,8998.5,25.03,June,Saturday,23
2022-06-12,2022,6,Q2,Europe,Cloud Subscription,Noah Martinez,Prime Industries,18418.45,12895.05,5523.39,8,2302.31,29.99,June,Sunday,23
2022-06-12,2022,6,Q2,Asia Pacific,Software License,Jack Anderson,Zenith Systems,26042.48,16839.3,9203.18,14,1860.18,35.34,June,Sunday,23
2022-06-12,2022,6,Q2,Asia Pacific,Software License,Alice Johnson,Innovation Systems,27688.39,19616.12,8072.27,14,1977.74,29.15,June,Sunday,23
2022-06-12,2022,6,Q2,Europe,Support & Maintenance,Maya Patel,CloudTech Solutions,6371.29,5011.07,1360.22,11,579.21,21.35,June,Sunday,23
2022-06-13,2022,6,Q2,Asia Pacific,Software License,Alice Johnson,Pinnacle Corp,38590.46,26376.18,12214.28,18,2143.91,31.65,June,Monday,24
2022-06-13,2022,6,Q2,North America,Cloud Subscription,Olivia White,Zenith Systems,26994.27,16454.84,10539.43,16,1687.14,39.04,June,Monday,24
2022-06-13,2022,6,Q2,Latin America,Support & Maintenance,Henry Taylor,TechCorp Inc,4936.4,3623.57,1312.83,16,308.53,26.59,June,Monday,24
2022-06-14,2022,6,Q2,Latin America,Cloud Subscription,Frank Miller,Digital Ventures,15882.8,10469.38,5413.42,16,992.67,34.08,June,Tuesday,24
2022-06-14,2022,6,Q2,Europe,Professional Services,Emma Brown,Pinnacle Corp,24916.87,19790.08,5126.8,13,1916.68,20.58,June,Tuesday,24
2022-06-14,2022,6,Q2,Europe,Software License,Jack Anderson,Stellar Enterprises,29954.92,21048.93,8905.99,18,1664.16,29.73,June,Tuesday,24
2022-06-14,2022,6,Q2,Middle East & Africa,Cloud Subscription,Kate Thompson,Quantum Corp,10619.25,7491.5,3127.75,14,758.52,29.45,June,Tuesday,24
2022-06-14,2022,6,Q2,Latin America,Support & Maintenance,Olivia White,Horizon Corp,6851.89,4143.87,2708.03,13,527.07,39.52,June,Tuesday,24
2022-06-14,2022,6,Q2,Latin America,Software License,Bob Smith,Future Systems Inc,22097.67,14143.19,7954.48,9,2455.3,36.0,June,Tuesday,24
2022-06-15,2022,6,Q2,Europe,Support & Maintenance,David Wilson,Summit Technologies,17226.16,13119.23,4106.93,12,1435.51,23.84,June,Wednesday,24
2022-06-15,2022,6,Q2,Europe,Hardware,Maya Patel,TechCorp Inc,33577.83,25370.59,8207.24,17,1975.17,24.44,June,Wednesday,24
2022-06-15,2022,6,Q2,Latin America,Professional Services,Henry Taylor,Horizon Corp,11442.2,8615.7,2826.5,13,880.17,24.7,June,Wednesday,24
2022-06-15,2022,6,Q2,Latin America,Professional Services,Olivia White,Zenith Systems,19862.46,15609.93,4252.53,3,6620.82,21.41,June,Wednesday,24
2022-06-15,2022,6,Q2,Middle East & Africa,Professional Services,Grace Lee,Future Systems Inc,20276.03,15280.38,4995.65,11,1843.28,24.64,June,Wednesday,24
2022-06-15,2022,6,Q2,Europe,Software License,Frank Miller,Stellar Enterprises,44880.64,34849.55,10031.09,11,4080.06,22.35,June,Wednesday,24
2022-06-16,2022,6,Q2,North America,Professional Services,Alice Johnson,Vertex Solutions,38815.75,25959.82,12855.94,13,2985.83,33.12,June,Thursday,24
2022-06-16,2022,6,Q2,Middle East & Africa,Professional Services,Maya Patel,Zenith Systems,25720.16,15604.04,10116.12,14,1837.15,39.33,June,Thursday,24
2022-06-16,2022,6,Q2,Europe,Cloud Subscription,Bob Smith,Smart Analytics Co,9131.07,5742.68,3388.4,6,1521.85,37.11,June,Thursday,24
2022-06-16,2022,6,Q2,Europe,Professional Services,Ivy Chen,Global Solutions Ltd,28323.74,17785.73,10538.01,16,1770.23,37.21,June,Thursday,24
2022-06-17,2022,6,Q2,Middle East & Africa,Support & Maintenance,Frank Miller,Enterprise Dynamics,10508.2,6682.47,3825.73,11,955.29,36.41,June,Friday,24
2022-06-17,2022,6,Q2,Europe,Cloud Subscription,Jack Anderson,NextGen Technologies,15404.39,11510.01,3894.37,19,810.76,25.28,June,Friday,24
2022-06-17,2022,6,Q2,Asia Pacific,Hardware,Alice Johnson,Apex Solutions,19381.42,12801.98,6579.45,1,19381.42,33.95,June,Friday,24
2022-06-17,2022,6,Q2,Middle East & Africa,Hardware,Carol Davis,Zenith Systems,21311.53,15355.68,5955.85,18,1183.97,27.95,June,Friday,24
2022-06-18,2022,6,Q2,Latin America,Hardware,Emma Brown,Enterprise Dynamics,14615.04,10854.07,3760.97,7,2087.86,25.73,June,Saturday,24
2022-06-18,2022,6,Q2,Latin America,Software License,Bob Smith,Global Solutions Ltd,15890.18,11786.59,4103.59,1,15890.18,25.82,June,Saturday,24
2022-06-18,2022,6,Q2,Europe,Hardware,David Wilson,TechCorp Inc,20274.49,14721.54,5552.94,14,1448.18,27.39,June,Saturday,24
2022-06-18,2022,6,Q2,Middle East & Africa,Support & Maintenance,Alice Johnson,NextGen Technologies,7089.77,4738.71,2351.06,13,545.37,33.16,June,Saturday,24
2022-06-19,2022,6,Q2,Europe,Cloud Subscription,Frank Miller,Enterprise Dynamics,20407.35,13994.9,6412.45,3,6802.45,31.42,June,Sunday,24
2022-06-19,2022,6,Q2,Asia Pacific,Software License,Alice Johnson,CloudTech Solutions,25363.75,16833.17,8530.58,5,5072.75,33.63,June,Sunday,24
2022-06-19,2022,6,Q2,Middle East & Africa,Cloud Subscription,Maya Patel,DataFlow Corp,13213.7,7983.48,5230.22,7,1887.67,39.58,June,Sunday,24
2022-06-19,2022,6,Q2,Middle East & Africa,Professional Services,Bob Smith,Apex Solutions,7146.58,4832.73,2313.85,7,1020.94,32.38,June,Sunday,24
2022-06-19,2022,6,Q2,Latin America,Hardware,Bob Smith,NextGen Technologies,9287.5,6301.35,2986.15,16,580.47,32.15,June,Sunday,24
2022-06-19,2022,6,Q2,Asia Pacific,Professional Services,Carol Davis,Enterprise Dynamics,28115.85,20275.46,7840.39,17,1653.87,27.89,June,Sunday,24
2022-06-19,2022,6,Q2,Latin America,Support & Maintenance,Kate Thompson,NextGen Technologies,10602.17,6640.66,3961.51,15,706.81,37.37,June,Sunday,24
2022-06-20,2022,6,Q2,Middle East & Africa,Hardware,Maya Patel,Apex Solutions,19596.75,12288.11,7308.64,10,1959.68,37.3,June,Monday,25
2022-06-20,2022,6,Q2,Europe,Hardware,Noah Martinez,Enterprise Dynamics,26841.28,16401.81,10439.47,16,1677.58,38.89,June,Monday,25
2022-06-20,2022,6,Q2,Latin America,Professional Services,Liam Garcia,Quantum Corp,8252.84,6576.6,1676.25,9,916.98,20.31,June,Monday,25
2022-06-20,2022,6,Q2,Europe,Cloud Subscription,Liam Garcia,TechCorp Inc,20564.71,13930.74,6633.97,4,5141.18,32.26,June,Monday,25
2022-06-21,2022,6,Q2,Middle East & Africa,Support & Maintenance,Noah Martinez,Zenith Systems,7761.82,5424.2,2337.62,3,2587.27,30.12,June,Tuesday,25
2022-06-21,2022,6,Q2,North America,Cloud Subscription,Jack Anderson,NextGen Technologies,20340.09,12816.27,7523.82,9,2260.01,36.99,June,Tuesday,25
2022-06-21,2022,6,Q2,Middle East & Africa,Cloud Subscription,Kate Thompson,Zenith Systems,11285.41,7692.05,3593.36,1,11285.41,31.84,June,Tuesday,25
2022-06-21,2022,6,Q2,North America,Support & Maintenance,Carol Davis,NextGen Technologies,12208.81,8527.16,3681.65,11,1109.89,30.16,June,Tuesday,25
2022-06-21,2022,6,Q2,North America,Cloud Subscription,Frank Miller,NextGen Technologies,30724.28,21179.91,9544.38,13,2363.41,31.06,June,Tuesday,25
2022-06-21,2022,6,Q2,Europe,Software License,Noah Martinez,NextGen Technologies,46649.11,29654.38,16994.73,19,2455.22,36.43,June,Tuesday,25
2022-06-21,2022,6,Q2,Latin America,Software License,Emma Brown,Digital Ventures,36662.22,29164.23,7497.99,14,2444.15,20.45,June,Tuesday,25
2022-06-21,2022,6,Q2,Europe,Software License,Frank Miller,Future Systems Inc,54114.77,36357.97,17756.8,16,3382.17,32.81,June,Tuesday,25
2022-06-22,2022,6,Q2,North America,Software License,Grace Lee,Pinnacle Corp,49211.11,32929.42,16281.69,19,2590.06,33.09,June,Wednesday,25
2022-06-22,2022,6,Q2,Latin America,Cloud Subscription,Olivia White,Elite Systems,14676.63,11246.92,3429.71,11,1334.24,23.37,June,Wednesday,25
2022-06-22,2022,6,Q2,Latin America,Support & Maintenance,Frank Miller,Horizon Corp,6251.33,4869.91,1381.42,19,329.02,22.1,June,Wednesday,25
2022-06-23,2022,6,Q2,North America,Support & Maintenance,Maya Patel,Zenith Systems,16626.03,12482.09,4143.94,8,2078.25,24.92,June,Thursday,25
2022-06-23,2022,6,Q2,Europe,Cloud Subscription,Henry Taylor,Innovation Systems,7495.86,4702.88,2792.98,12,624.65,37.26,June,Thursday,25
2022-06-23,2022,6,Q2,North America,Professional Services,Alice Johnson,NextGen Technologies,57426.69,37437.04,19989.65,18,3190.37,34.81,June,Thursday,25
2022-06-23,2022,6,Q2,Asia Pacific,Software License,Bob Smith,NextGen Technologies,39312.34,26447.19,12865.16,16,2457.02,32.73,June,Thursday,25
2022-06-23,2022,6,Q2,Europe,Support & Maintenance,Carol Davis,Innovation Systems,15668.25,10650.72,5017.53,12,1305.69,32.02,June,Thursday,25
2022-06-23,2022,6,Q2,Middle East & Africa,Software License,Frank Miller,Stellar Enterprises,31929.58,22337.1,9592.48,3,10643.19,30.04,June,Thursday,25
2022-06-24,2022,6,Q2,Latin America,Software License,Grace Lee,Enterprise Dynamics,27108.84,17423.22,9685.62,8,3388.6,35.73,June,Friday,25
2022-06-24,2022,6,Q2,Middle East & Africa,Support & Maintenance,Carol Davis,Global Solutions Ltd,7857.55,5137.35,2720.2,6,1309.59,34.62,June,Friday,25
2022-06-24,2022,6,Q2,North America,Professional Services,David Wilson,Digital Ventures,33080.18,24529.11,8551.08,3,11026.73,25.85,June,Friday,25
2022-06-24,2022,6,Q2,Latin America,Hardware,Liam Garcia,Horizon Corp,27589.2,20153.82,7435.37,1,27589.2,26.95,June,Friday,25
2022-06-24,2022,6,Q2,Asia Pacific,Professional Services,Emma Brown,Smart Analytics Co,20937.73,16164.23,4773.49,4,5234.43,22.8,June,Friday,25
2022-06-24,2022,6,Q2,North America,Software License,Grace Lee,Zenith Systems,47808.01,32651.4,15156.6,2,23904.0,31.7,June,Friday,25
2022-06-24,2022,6,Q2,Middle East & Africa,Support & Maintenance,Carol Davis,Global Solutions Ltd,8698.29,6237.01,2461.28,14,579.89,28.3,June,Friday,25
2022-06-25,2022,6,Q2,North America,Support & Maintenance,Bob Smith,Quantum Corp,15842.71,10823.03,5019.69,6,2640.45,31.68,June,Saturday,25
2022-06-25,2022,6,Q2,Middle East & Africa,Support & Maintenance,David Wilson,DataFlow Corp,8058.39,5692.94,2365.45,3,2686.13,29.35,June,Saturday,25
2022-06-25,2022,6,Q2,North America,Cloud Subscription,Carol Davis,Quantum Corp,12953.0,8286.15,4666.86,4,3238.25,36.03,June,Saturday,25
2022-06-25,2022,6,Q2,North America,Support & Maintenance,Noah Martinez,DataFlow Corp,5079.08,4036.59,1042.49,17,298.77,20.53,June,Saturday,25
2022-06-25,2022,6,Q2,Asia Pacific,Support & Maintenance,Henry Taylor,Vertex Solutions,14797.82,11228.27,3569.55,11,1345.26,24.12,June,Saturday,25
2022-06-26,2022,6,Q2,Asia Pacific,Software License,Kate Thompson,Horizon Corp,48865.46,29635.17,19230.29,2,24432.73,39.35,June,Sunday,25
2022-06-26,2022,6,Q2,Latin America,Cloud Subscription,Frank Miller,Prime Industries,19989.62,13577.94,6411.68,9,2221.07,32.08,June,Sunday,25
2022-06-26,2022,6,Q2,Asia Pacific,Cloud Subscription,Henry Taylor,Global Solutions Ltd,13234.6,9006.87,4227.72,10,1323.46,31.94,June,Sunday,25
